FacultyName,Course,Comments,Target,Class,Teaching Pedagogy_terms,Teaching Pedagogy_polarity,Knowledge_terms,Knowledge_polarity,Fair in Assessment_terms,Fair in Assessment_polarity,Experience_terms,Experience_polarity,Behavior_terms,Behavior_polarity
Faculty_17,Consumer Behavior,Siir buhat achy hai,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_17,Consumer Behavior,No Any.,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_17,Consumer Behavior,Nice,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_17,Consumer Behavior,Teacher have great kniwledge but he could not deliver it well. I'm not satisfied with teacher's way of teaching.,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_17,Consumer Behavior,No comment.,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_17,Consumer Behavior,Good,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_17,Consumer Behavior,Good,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_17,Business Research Methods,"course is up-to-date
and meaningful",Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_17,Business Research Methods,good subject,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_17,Business Research Methods,.,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_17,Business Research Methods,¿ course was little bit dry ... nevertheless it was nice to learn it,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_17,Business Research Methods,Good,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_17,Business Research Methods,¿,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_17,Business Research Methods,I don't understand why this course is prerequisite of business math,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_17,Business Research Methods,"Having a teacher such as Dr. Aamir makes me feel honored.
his classes are fully attentive and full of learning
he is very fair in term of assessment.
students loved the way he delivered the lecture",Teacher,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_17,Business Research Methods,good teacher,Teacher,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_17,Business Research Methods,good teacher,Teacher,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_17,Business Research Methods,¿¿A good human being along with a good teacher,Teacher,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_17,Business Research Methods,Good,Teacher,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_17,Business Research Methods,¿¿,Teacher,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_17,Business Research Methods,Best experience with sir,Teacher,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_17,Methods of Business Research,"The Business Research Methods course was highly rewarding, offering deep insights into workplace dynamics through engaging content and practical applications. It enhanced my critical thinking and collaboration skills, and I commend the faculty for their dedication to creating a rich learning environment.",Course,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_20,Microprocessor and Interfacing,Great Teacher and Friendly and always cooperate with us,Teacher,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_20,Robotics and Automation(Pr),was fantastic,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_20,Robotics and Automation(Pr),A good course,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_20,Robotics and Automation(Pr),....,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_20,Robotics and Automation(Pr),Good,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_20,Robotics and Automation(Pr),¿¿,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_20,Robotics and Automation(Pr),great teacher,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_20,Robotics and Automation(Pr),,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_20,Robotics and Automation(Pr),sir you are fantastic.and your methods are good and best .,Teacher,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_20,Robotics and Automation(Pr),"Sir, you're knowledge is beyond the bounds.",Teacher,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_20,Robotics and Automation(Pr),....,Teacher,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_20,Robotics and Automation(Pr),Great Teacher always cooperate,Teacher,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_20,Robotics and Automation(Pr),¿¿,Teacher,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_20,Robotics and Automation(Pr),"thank you so much sir ,being our teacher,,, great teaching way ,",Teacher,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_20,Robotics and Automation(Pr),,Teacher,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_20,Robotics and Automation,No,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_20,Robotics and Automation,the course was very good and interesting. i had learnt a lot of new things,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_20,Robotics and Automation,......,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_20,Robotics and Automation,....,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_20,Robotics and Automation,great teaching way,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_20,Robotics and Automation,course made us able to learn some basic and advanced topics as well.,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_20,Robotics and Automation,,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_20,Robotics and Automation,Good,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_20,Robotics and Automation,No any,Teacher,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_20,Robotics and Automation,sir no comment for yours. during my whole degree including some more instructors you are the one of the best instructor i had good. sir keep it up. due to your instructions i came to conclusion which field i had to choose for my future. if in future i want to become a instructor i would like to become like you.,Teacher,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_20,Robotics and Automation,....,Teacher,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_20,Robotics and Automation,....,Teacher,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_20,Robotics and Automation,"Great teaching way, always motivate to learn ,",Teacher,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_20,Robotics and Automation,"Sir, you taught us exceptional.",Teacher,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_20,Robotics and Automation,,Teacher,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_20,Robotics and Automation,Great Teacher and always cooperate with us,Teacher,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_20,Microprocessor and Interfacing,good,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_20,Microprocessor and Interfacing,"course outline was exceptionally well-organized,",Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_20,Microprocessor and Interfacing,Course going well due to the Hard works and the teaching method of Sir.,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_20,Microprocessor and Interfacing,Good,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_20,Microprocessor and Interfacing,Perfect,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_20,Microprocessor and Interfacing,Beneficial,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_20,Microprocessor and Interfacing,Must to understand basic skeleton of the computer.,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_20,Microprocessor and Interfacing,Good course.,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_20,Microprocessor and Interfacing,Good,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_20,Microprocessor and Interfacing,Great Teacher,Teacher,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_20,Microprocessor and Interfacing,Your clear explanations and engaging approach made complex concepts understandable. Your dedication and support have truly inspired us in this subject. Grateful for your commitment to our learning journey!,Teacher,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_20,Microprocessor and Interfacing,Sir is best and also know the Subject how to teach. sir also a good mentor i always recommended. as a best teacher Masha Allah.,Teacher,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_20,Microprocessor and Interfacing,Best!!,Teacher,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_20,Microprocessor and Interfacing,Great Teacher,Teacher,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_20,Microprocessor and Interfacing,Excellence performance,Teacher,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_20,Microprocessor and Interfacing,Great teacher.,Teacher,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_20,Microprocessor and Interfacing,Thanks teacher for teaching us. we really enjoyed it.,Teacher,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_25,Control Systems(Th),No Comments,Teacher,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_25,Data Science,"i was expecting some other content to be learn like machine learning ,neural network so we can apply for remote jobs",Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_25,Data Science,The course was good.,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_25,Data Science,"amizing subject , but wasted because of teacher",Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_25,Data Science,bad course,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_25,Data Science,course is good but teacher is not good,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_25,Data Science,this course is little bit tough but iam learn alot from that course.,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_25,Data Science,Interesting an useful,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_25,Data Science,bad subject,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
